Model,Threshold,AUROC,AUPRC,F1,PPV,Recall,Avg Precision,Avg Recall,True Negative,False Positive,False Negative,True Positive,AUROC_boot_mean,AUROC_ci_lower,AUROC_ci_upper,AUPRC_boot_mean,AUPRC_ci_lower,AUPRC_ci_upper,F1_boot_mean,F1_ci_lower,F1_ci_upper,PPV_boot_mean,PPV_ci_lower,PPV_ci_upper,Recall_boot_mean,Recall_ci_lower,Recall_ci_upper,Avg Precision_boot_mean,Avg Precision_ci_lower,Avg Precision_ci_upper,Avg Recall_boot_mean,Avg Recall_ci_lower,Avg Recall_ci_upper,Confusion Matrix_boot_mean,Confusion Matrix_ci_lower,Confusion Matrix_ci_upper
XGBoost_365DayFuture_Classifier_detailed_outputs_classification,0.0,0.698168457242408,0.5527653972755796,0.4936735407895103,0.32773343239835223,1.0,0.5527653972755796,1.0,0,1018822,0,496681,0.6981696721937505,0.6973251343979828,0.6990035733669138,0.5527915619083708,0.5513352426006886,0.5541997538018707,0.49369180564282056,0.4928820766272125,0.49453859692219865,0.3277496362593806,0.32703617214878494,0.32849636391349935,1.0,1.0,1.0,0.5527915619083708,0.5513352426006886,0.5541997538018707,1.0,1.0,1.0,378875.75,0.0,1018822.0
